timediff_ms,proto,srcIP,srcPort,dstIP,dstPort
272825,6,172.16.133.16,59339,173.194.75.147,443
272845,6,172.16.133.93,61088,74.63.52.167,80
272849,6,172.16.133.12,59646,96.43.146.48,443
272858,6,172.16.133.73,60505,72.21.195.34,443
272881,6,172.16.133.78,62209,128.119.195.145,38677
272887,17,172.16.133.92,64264,68.64.29.40,1853
272889,17,172.16.133.53,60838,68.64.21.40,1853
272913,17,172.16.133.118,56495,68.64.21.45,1853
272938,17,172.16.133.49,58246,68.64.21.41,1853
272957,6,172.16.133.126,61083,157.56.244.214,443
272969,6,172.16.133.78,58806,98.209.196.102,34603
272979,17,172.16.133.6,58988,8.8.4.4,53
272983,6,172.16.133.68,61020,50.16.236.36,80
272989,6,172.16.133.15,53995,157.56.240.102,443
273003,6,172.16.133.41,65162,157.56.236.102,443
273050,6,172.16.133.101,50749,96.43.146.149,443
273054,17,172.16.133.19,5060,74.63.41.218,5060
273056,6,172.16.133.29,60108,23.33.81.244,80
273058,6,172.16.133.23,55058,64.90.204.229,443
273064,6,172.16.133.153,56545,107.20.158.52,8080
273070,6,172.16.133.29,60114,208.44.23.59,80
273084,6,172.16.133.37,60405,216.115.208.199,443
273089,6,172.16.133.25,63519,96.43.146.22,443
273092,6,172.16.133.28,65338,74.125.226.229,443
273095,6,172.16.133.85,52400,96.43.146.176,443
273096,6,172.16.133.84,59033,157.56.234.137,443
273096,6,172.16.133.23,50541,96.43.146.176,443
273097,6,172.16.133.163,3518,74.125.226.207,443
273102,6,172.16.133.56,56237,208.92.54.5,80
273103,6,172.16.133.25,63705,156.110.114.86,28207
273107,6,172.16.133.57,60187,184.73.197.44,443
273111,6,172.16.133.96,53430,98.137.80.33,80
273111,6,172.16.133.96,53431,98.137.80.33,80
273114,6,172.16.133.76,60523,74.125.226.214,443
273128,6,172.16.133.57,59182,64.74.80.185,443
273128,6,172.16.133.57,59184,216.115.216.98,443
273128,6,172.16.133.57,59186,216.219.115.160,443
273128,6,172.16.133.57,59187,216.115.217.198,443
273144,17,172.16.133.76,59808,239.255.255.250,1900
273154,17,172.16.133.207,50477,68.64.21.45,1853
273158,6,172.16.133.63,53330,108.168.241.135,80
273159,6,172.16.133.23,55059,64.90.204.229,443
273167,6,172.16.133.55,57610,173.194.75.99,443
273175,6,172.16.133.37,60541,96.43.146.48,443
273184,6,172.16.133.99,52171,157.56.240.102,443
273214,6,172.16.133.28,65108,23.33.81.244,80
273220,6,172.16.133.163,1184,157.56.240.102,443
273230,6,172.16.133.163,1185,157.56.240.102,443
273287,6,172.16.133.76,60548,5.79.25.106,443
273292,6,172.16.133.28,65393,23.0.49.244,80
273317,6,172.16.133.78,58971,173.59.1.130,47111
273333,6,172.16.133.56,60847,67.217.65.54,443
273333,6,172.16.133.56,60850,67.217.64.54,443
273333,6,172.16.133.56,60851,67.217.66.54,443
273345,6,172.16.133.85,52399,96.43.146.176,443
273350,6,172.16.133.26,53037,67.217.64.99,443
273367,6,172.16.133.73,60871,23.60.240.63,443
273371,6,172.16.133.118,58125,216.115.217.201,443
273383,6,172.16.133.118,58122,64.74.80.188,443
273383,6,172.16.133.118,58123,216.115.216.101,443
273383,6,172.16.133.118,58124,216.219.115.163,443
273408,6,172.16.133.73,59664,173.194.43.21,443
273423,6,172.16.133.63,54123,107.22.18.198,443
273427,6,172.16.133.78,59466,69.146.143.158,58049
273432,6,172.16.139.250,1606,64.74.103.175,80
273445,6,172.16.133.93,61089,74.63.52.167,80
273446,6,172.16.133.93,61090,74.63.52.167,80
273450,6,172.16.133.92,50017,157.56.240.102,443
273453,6,172.16.133.25,59780,129.10.139.136,60873
273454,6,172.16.133.85,52398,96.43.146.176,443
273455,6,172.16.133.67,49205,96.43.146.22,443
273458,6,172.16.133.36,63644,132.245.2.22,443
273479,17,172.16.133.36,62603,68.64.21.42,1853
273484,6,172.16.133.26,53104,107.20.103.220,443
273500,6,172.16.133.92,55717,68.64.28.20,443
273513,17,172.16.133.44,56146,239.255.255.250,1900
273514,17,172.16.133.92,58748,68.64.28.91,8200
273540,6,172.16.133.57,59181,216.219.115.160,443
273541,6,172.16.133.57,59183,216.219.115.183,443
273598,17,172.16.133.56,49514,68.64.21.42,1853
273645,6,172.16.133.93,61087,74.63.52.167,80
273656,17,172.16.133.47,51444,68.64.21.45,1853
273665,6,172.16.133.67,51819,23.33.47.100,80
273669,6,172.16.133.67,54403,23.33.47.100,80
273679,6,172.16.133.53,53644,67.217.65.49,443
273679,6,172.16.133.53,53647,67.217.64.49,443
273679,6,172.16.133.53,53648,67.217.66.49,443
273691,6,172.16.133.101,50832,96.43.146.22,443
273708,6,172.16.133.115,53216,173.194.43.54,443
273709,6,172.16.133.25,59900,129.64.197.158,57824
273727,17,172.16.133.26,54654,68.64.21.37,1853
273732,6,172.16.133.93,54031,216.115.208.199,443
273741,17,172.16.133.60,63861,68.64.21.41,1853
273767,17,172.16.133.57,53807,68.64.21.62,1853
273781,17,172.16.133.6,64053,8.8.8.8,53
273790,6,172.16.133.56,60942,157.56.236.102,443
273794,6,172.16.133.37,56098,184.51.251.100,80
273806,6,172.16.133.24,57713,96.43.146.22,443
273808,6,172.16.133.37,59862,72.246.23.100,80
273809,6,172.16.133.25,62051,68.49.25.49,55165
273824,6,172.16.133.24,57212,96.43.146.176,443
273840,6,172.16.133.207,55651,67.217.64.97,443
273842,6,172.16.133.126,62157,157.56.244.214,443
273842,17,172.16.133.57,53807,68.64.21.71,1853
273877,17,172.16.133.207,50478,67.217.86.124,8200
273885,6,172.16.133.36,64953,67.217.64.99,443
273886,6,172.16.133.36,64955,67.217.64.100,443
273887,17,172.16.133.92,64264,68.64.29.40,1853
273889,17,172.16.133.53,60838,68.64.21.40,1853
273897,6,172.16.133.36,65038,96.43.146.22,443
273898,6,172.16.133.36,65035,96.43.146.22,443
273898,6,172.16.133.36,65032,96.43.146.22,443
273898,6,172.16.133.36,65036,96.43.146.22,443
273899,6,172.16.133.36,65033,96.43.146.22,443
273899,6,172.16.133.36,65034,96.43.146.22,443
273913,17,172.16.133.118,56495,68.64.21.45,1853
273919,17,172.16.133.40,59681,111.221.74.20,40005
273929,6,172.16.133.26,53038,67.217.65.99,443
273929,6,172.16.133.26,53040,67.217.64.99,443
273929,6,172.16.133.26,53041,67.217.66.99,443
273933,6,172.16.133.121,56644,184.169.137.94,443
273936,17,172.16.133.87,61342,239.255.255.250,1900
273938,6,172.16.133.207,55649,67.217.66.54,443
273938,6,172.16.133.207,55646,67.217.65.54,443
273938,6,172.16.133.207,55648,67.217.64.54,443
273938,17,172.16.133.49,58246,68.64.21.41,1853
273945,6,172.16.133.73,60924,68.64.5.249,443
273948,6,172.16.133.47,56533,67.217.64.65,443
273949,6,172.16.133.47,56535,67.217.64.64,443
273951,6,172.16.133.46,54846,193.182.8.24,443
273960,6,172.16.133.76,61548,96.43.146.48,443
273966,6,172.16.133.34,50645,216.27.91.218,443
273972,6,172.16.133.73,60925,68.64.25.250,443
273979,6,172.16.133.13,52626,96.43.146.22,443
273983,17,172.16.133.116,53069,239.255.255.250,1900
273984,6,172.16.133.34,50639,216.27.91.218,443
273993,6,172.16.133.36,65088,54.243.254.190,443
274006,6,172.16.133.36,65087,54.243.254.190,443
274008,6,172.16.133.34,50640,216.27.91.218,443
274008,6,172.16.133.103,63204,96.43.146.48,443
274009,6,172.16.133.49,54985,67.217.66.65,443
274009,6,172.16.133.49,54982,67.217.65.65,443
274009,6,172.16.133.49,54984,67.217.64.65,443
274019,6,172.16.133.25,59742,50.136.53.54,23604
274021,6,172.16.133.78,55438,71.234.178.21,33052
274026,6,172.16.133.78,50685,198.82.107.217,44419
274027,6,172.16.133.78,58865,24.44.106.119,18131
274027,6,172.16.133.78,56478,68.9.194.237,54094
274027,6,172.16.133.78,49709,68.198.245.116,26725
274027,6,172.16.133.78,62209,128.119.195.145,38677
274027,6,172.16.133.78,55611,96.3.161.187,44369
274027,6,172.16.133.78,56344,96.243.227.77,12365
274027,6,172.16.133.78,49613,71.231.31.96,46619
274027,6,172.16.133.78,58886,38.124.22.82,36043
274027,6,172.16.133.78,54905,66.31.24.112,32450
274027,6,172.16.133.78,57678,198.82.205.114,23618
274027,6,172.16.133.78,55437,173.61.73.122,11648
274027,6,172.16.133.78,58862,71.126.171.148,23164
274027,6,172.16.133.78,50616,108.32.188.171,15218
274027,6,172.16.133.78,60699,98.216.191.85,44774
274027,6,172.16.133.78,64765,108.13.146.190,21031
274027,6,172.16.133.78,54982,72.80.185.137,13135
274027,6,172.16.133.78,55130,187.59.124.8,15849
274027,6,172.16.133.78,55590,65.19.76.135,27186
274027,6,172.16.133.78,58234,165.124.181.58,40169
274027,6,172.16.133.78,58905,130.64.83.164,64216
274027,6,172.16.133.78,51583,71.56.69.159,64277
274027,6,172.16.133.78,54271,50.149.21.29,56409
274027,6,172.16.133.78,59310,71.62.158.222,24727
274027,6,172.16.133.78,54670,209.6.55.79,64921
274027,6,172.16.133.78,58852,69.120.250.50,11642
274027,6,172.16.133.78,58249,35.24.119.169,55765
274027,6,172.16.133.78,59306,108.13.7.222,61312
274028,6,172.16.133.78,49259,76.29.54.243,10009
274028,6,172.16.133.78,59040,76.92.112.222,34755
274028,6,172.16.133.78,58806,98.209.196.102,34603
274028,6,172.16.133.78,58880,169.233.51.66,46939
274028,6,172.16.133.78,59266,66.69.19.126,25565
274028,6,172.16.133.78,58922,67.171.115.41,16349
274028,6,172.16.133.78,59281,204.85.83.100,55607
274028,6,172.16.133.78,59267,71.9.60.231,56453
274028,6,172.16.133.78,58887,70.99.54.203,28061
274028,6,172.16.133.78,59464,134.181.229.92,52004
274028,6,172.16.133.78,49608,68.33.218.83,45301
274029,6,172.16.133.36,65089,54.243.254.190,443
274034,6,172.16.133.34,61119,96.43.146.48,443
274039,6,172.16.133.36,65090,54.243.254.190,443
274093,6,172.16.133.73,60926,216.115.209.254,443
274101,6,172.16.133.118,57944,216.115.217.201,443
274105,6,172.16.133.118,57946,216.115.217.210,443
274124,6,172.16.133.34,50643,216.27.91.218,443
274144,6,172.16.133.73,60927,78.108.119.250,443
274147,6,172.16.133.76,61765,96.43.146.22,443
274148,6,172.16.133.23,55058,64.90.204.229,443
274149,6,172.16.133.23,55060,64.90.204.229,443
274154,17,172.16.133.207,50477,68.64.21.45,1853
274180,6,172.16.133.92,57518,96.43.146.22,443
274181,6,172.16.133.28,49391,208.111.160.6,80
274192,6,172.16.133.16,59356,69.171.246.16,443
274206,17,172.16.133.40,59681,111.221.74.22,40038
274214,6,172.16.133.28,49394,208.111.160.6,80
274214,6,172.16.133.28,49395,208.111.160.6,80
274219,6,172.16.133.72,49238,157.56.241.150,443
274228,6,172.16.133.78,59001,96.242.17.13,60086
274238,6,172.16.133.84,59033,157.56.234.137,443
274247,6,172.16.133.41,52462,67.69.196.153,80
274249,6,172.16.133.18,49357,23.21.62.199,5222
274262,6,172.16.133.12,50693,157.56.242.198,443
274264,6,172.16.133.28,49397,208.111.160.6,80
274264,6,172.16.133.28,49393,208.111.160.6,80
274274,6,172.16.133.28,49396,208.111.160.6,80
274301,6,172.16.133.118,56666,157.56.234.118,443
274305,6,172.16.133.84,59035,157.56.236.89,443
274307,6,172.16.133.36,64517,54.243.254.190,443
274313,6,172.16.133.66,53872,173.194.43.53,443
274318,6,172.16.133.78,59022,96.43.146.178,443
274325,17,172.16.133.56,49515,67.217.86.146,8200
274338,6,172.16.133.25,59904,24.63.143.150,10943
274344,6,172.16.133.28,49342,23.45.65.67,80
274347,17,172.16.133.25,53908,239.255.255.250,1900
274352,6,172.16.133.163,1185,157.56.240.102,443
274353,6,172.16.133.25,59901,173.62.112.151,19429
274356,6,172.16.133.153,56545,107.20.158.52,8080
274376,6,172.16.133.118,56668,157.56.234.118,443
274381,6,172.16.133.116,50344,173.194.76.189,443
274396,6,172.16.133.49,54981,67.217.64.65,443
274396,6,172.16.133.49,54983,67.217.64.64,443
274399,6,172.16.133.56,56237,208.92.54.5,80
274401,6,172.16.133.56,60854,67.217.64.97,443
274418,6,172.16.133.78,59025,96.43.146.178,443
274428,6,172.16.133.78,59021,96.43.146.178,443
274435,6,172.16.133.26,53037,67.217.64.99,443
274436,6,172.16.133.30,56973,157.56.237.150,443
274452,6,172.16.133.47,56537,67.217.66.65,443
274452,6,172.16.133.47,56534,67.217.65.65,443
274452,6,172.16.133.47,56536,67.217.64.65,443
274479,17,172.16.133.36,62603,68.64.21.42,1853
274500,6,172.16.133.66,53899,93.184.216.139,443
274501,6,172.16.133.66,53900,93.184.216.139,443
274509,6,172.16.133.60,62041,67.217.64.49,443
274509,6,172.16.133.60,62042,67.217.66.49,443
274509,6,172.16.133.60,62039,67.217.65.49,443
274512,6,172.16.133.60,62139,96.43.146.22,443
274527,6,172.16.133.36,64954,67.217.65.99,443
274527,6,172.16.133.36,64956,67.217.64.99,443
274527,6,172.16.133.36,64958,67.217.66.99,443
274530,6,172.16.133.51,52983,157.56.232.214,443
274531,6,172.16.133.57,59175,184.73.181.74,8080
274573,6,172.16.133.28,49343,23.45.65.67,80
274598,17,172.16.133.56,49514,68.64.21.42,1853
274626,6,172.16.133.39,49310,132.245.1.150,443
274640,6,172.16.133.37,60499,23.13.211.100,443
274657,17,172.16.133.47,51444,68.64.21.45,1853
274657,6,172.16.133.92,55697,216.115.217.201,443
274657,6,172.16.133.92,55693,64.74.80.188,443
274657,6,172.16.133.92,55695,216.115.216.101,443
274658,6,172.16.133.92,55696,216.219.115.163,443
274688,6,172.16.133.39,49311,132.245.1.150,443
274695,6,172.16.133.97,62767,96.43.146.176,443
274713,6,172.16.133.72,51609,96.43.146.48,443
274714,6,172.16.133.26,53108,173.194.43.59,80
274727,17,172.16.133.26,54654,68.64.21.37,1853
274741,17,172.16.133.60,63861,68.64.21.41,1853
274742,6,172.16.133.42,56866,96.43.146.22,443
274760,6,172.16.133.24,57620,96.43.146.50,443
274781,17,172.16.133.57,53807,68.64.21.62,1853
274841,6,172.16.133.93,54031,216.115.208.199,443
274856,6,172.16.133.85,65372,216.52.242.80,80
274866,6,172.16.133.26,53106,216.52.242.80,80
274878,6,172.16.133.36,64957,68.64.28.20,443
274878,6,172.16.133.72,51660,96.43.146.22,443
274885,6,172.16.133.36,64953,67.217.64.99,443
274887,6,172.16.133.93,61084,74.63.51.79,80
274887,17,172.16.133.92,64264,68.64.29.40,1853
274889,17,172.16.133.53,60838,68.64.21.40,1853
274894,6,172.16.133.207,55228,209.46.23.85,80
274895,6,172.16.133.78,58971,173.59.1.130,47111
274900,6,172.16.133.24,56568,96.43.146.48,443
274902,6,172.16.133.24,57711,96.43.146.48,443
274904,6,172.16.133.25,59803,173.2.154.228,38024
274906,6,172.16.133.24,57115,96.43.146.176,443
274913,6,172.16.133.24,57719,96.43.146.22,443
274913,6,172.16.133.75,64262,96.43.146.22,443
274916,6,172.16.133.24,56569,96.43.146.48,443
274919,17,172.16.133.118,56495,68.64.21.45,1853
274924,6,172.16.133.63,54123,107.22.18.198,443
274924,6,172.16.133.63,54049,96.43.146.22,443
274933,6,172.16.133.24,56570,96.43.146.48,443
274933,6,172.16.133.28,49345,63.97.94.126,80
274934,6,172.16.133.26,52785,216.52.242.80,80
274938,17,172.16.133.49,58246,68.64.21.41,1853
274946,6,172.16.133.26,53042,68.64.28.20,443
274954,6,172.16.133.163,1184,157.56.240.102,443
274962,6,172.16.133.26,53104,107.20.103.220,443
274983,6,172.16.133.24,57720,75.101.140.131,443
274983,6,172.16.133.24,57721,75.101.140.131,443
274983,6,172.16.133.24,57722,96.43.146.22,443
275007,6,172.16.133.24,57723,75.101.140.131,443
275024,6,172.16.133.24,55887,157.56.242.198,443
275029,6,172.16.133.82,58585,157.56.232.214,443
275054,6,172.16.133.20,62622,199.16.156.8,80
275072,6,172.16.133.25,63328,216.115.208.199,443
275083,6,172.16.133.120,53454,96.43.146.22,443
275087,6,172.16.133.76,60548,5.79.25.106,443
275104,6,172.16.133.120,53459,96.43.146.22,443
275116,6,172.16.133.116,54533,157.56.245.198,443
275128,6,172.16.133.57,59184,216.115.216.98,443
275128,6,172.16.133.57,59186,216.219.115.160,443
275128,6,172.16.133.57,59187,216.115.217.198,443
275128,6,172.16.133.57,59182,64.74.80.185,443
275132,6,172.16.133.16,59352,23.67.242.73,443
275135,6,172.16.133.50,50701,96.43.146.22,443
275154,17,172.16.133.207,50477,68.64.21.45,1853
275162,6,172.16.133.16,59350,23.67.242.73,443
275164,6,172.16.133.24,57212,96.43.146.176,443
275171,6,172.16.133.16,59349,23.67.242.73,443
275175,6,172.16.133.16,59351,23.67.242.73,443
275183,6,172.16.133.78,58982,96.43.146.176,443
275183,6,172.16.133.24,57715,96.43.146.22,443
275186,6,172.16.133.56,60946,157.56.236.102,443
275187,6,172.16.133.78,55130,187.59.124.8,15849
275191,6,172.16.133.96,53448,98.139.183.24,80
275207,6,172.16.133.44,64684,23.62.196.163,80
275210,6,172.16.133.126,61083,157.56.244.214,443
275226,6,172.16.133.68,61023,208.117.46.102,80
275227,6,172.16.133.96,53455,76.13.115.116,80
275232,6,172.16.133.66,49611,96.43.146.22,443
275233,6,172.16.133.25,63458,173.194.43.35,80
275234,17,172.16.133.43,63611,239.255.255.250,1900
275252,6,172.16.133.93,64074,173.194.76.125,443
275254,6,172.16.133.40,50281,23.6.17.224,443
275254,6,172.16.133.40,50280,23.6.17.224,443
275254,17,172.16.133.57,62560,67.217.86.242,8200
275263,6,172.16.133.21,54060,157.56.238.6,443
275263,6,172.16.133.21,54015,157.56.238.6,443
275279,6,172.16.133.126,61085,157.56.244.214,443
275281,6,172.16.133.16,59341,208.47.254.27,443
275302,6,172.16.133.95,57161,208.111.160.6,80
275303,6,172.16.133.95,57159,208.111.160.6,80
275304,6,172.16.133.78,53253,96.43.146.22,443
275304,6,172.16.133.95,57162,208.111.160.6,80
275313,6,172.16.133.71,57573,132.245.2.22,443
275313,6,172.16.133.95,57160,208.111.160.6,80
275316,6,172.16.133.95,57157,208.111.160.6,80
275319,6,172.16.133.39,64324,50.16.204.12,80
275319,6,172.16.133.39,64325,50.16.204.12,80
275320,6,172.16.133.24,57697,96.43.146.22,443
275320,6,172.16.133.95,57158,208.111.160.6,80
275329,6,172.16.133.56,60850,67.217.64.54,443
275329,6,172.16.133.56,60851,67.217.66.54,443
275329,6,172.16.133.56,60847,67.217.65.54,443
275336,6,172.16.133.92,55692,216.115.217.201,443
275336,6,172.16.133.92,55694,216.115.217.210,443
275349,6,172.16.133.118,56666,157.56.234.118,443
275351,6,172.16.133.37,57197,216.52.242.80,80
275355,6,172.16.133.60,62037,216.115.208.199,443
275365,6,172.16.133.118,58122,64.74.80.188,443
275365,6,172.16.133.60,61889,216.52.242.80,80
275366,6,172.16.133.118,58123,216.115.216.101,443
275366,6,172.16.133.118,58124,216.219.115.163,443
275369,6,172.16.133.118,58125,216.115.217.201,443
275374,6,172.16.133.83,65169,96.43.146.176,443
275399,6,172.16.133.56,56237,208.92.54.5,80
275437,6,172.16.133.26,53037,67.217.64.99,443
275440,6,172.16.133.35,57171,96.43.146.22,443
275441,6,172.16.133.118,56668,157.56.234.118,443
275452,6,172.16.133.57,59185,67.217.64.97,443
275480,17,172.16.133.36,62603,68.64.21.42,1853
275484,6,172.16.133.23,54994,96.43.146.178,443
275515,6,172.16.133.53,53643,67.217.64.49,443
275515,6,172.16.133.53,53645,67.217.64.54,443
275521,6,172.16.133.47,56533,67.217.64.65,443
275525,6,172.16.133.49,54981,67.217.64.65,443
275525,6,172.16.133.28,49284,5.79.25.105,443
275545,6,172.16.133.115,53678,173.194.43.59,80
275562,6,172.16.133.75,57932,74.125.226.246,443
275566,6,172.16.133.118,57946,216.115.217.210,443
275566,6,172.16.133.118,57944,216.115.217.201,443
275583,6,172.16.133.121,53744,157.56.234.118,443
275594,6,172.16.133.15,53996,157.56.240.102,443
275598,17,172.16.133.56,49514,68.64.21.42,1853
275616,6,172.16.133.25,59887,108.28.150.190,22350
275642,6,172.16.133.45,54683,173.194.43.21,443
275651,6,172.16.133.24,57724,75.101.140.131,443
275651,6,172.16.133.24,57725,75.101.140.131,443
275651,6,172.16.133.24,57726,204.93.223.146,443
275652,6,172.16.133.16,59342,208.47.254.27,443
275652,6,172.16.133.24,57727,23.20.10.203,443
275652,6,172.16.133.24,57728,23.20.10.203,443
275652,6,172.16.133.24,57729,23.20.10.203,443
275653,6,172.16.133.24,57730,23.20.10.203,443
275653,6,172.16.133.24,57731,23.20.10.203,443
275653,6,172.16.133.24,57732,107.21.174.95,443
275653,6,172.16.133.24,57733,107.21.174.95,443
275653,6,172.16.133.24,57734,23.22.135.102,443
275654,6,172.16.133.24,57735,23.22.135.102,443
275654,6,172.16.133.24,57736,23.20.26.196,443
275654,6,172.16.133.24,57737,23.20.26.196,443
275654,6,172.16.133.24,57738,23.20.26.196,443
275654,6,172.16.133.24,57739,23.20.26.196,443
275658,17,172.16.133.47,51444,68.64.21.45,1853
275680,6,172.16.133.53,53647,67.217.64.49,443
275680,6,172.16.133.53,53648,67.217.66.49,443
275680,6,172.16.133.53,53644,67.217.65.49,443
275706,6,172.16.133.126,61255,96.43.146.22,443
275720,6,172.16.133.39,49310,132.245.1.150,443
275727,17,172.16.133.26,54654,68.64.21.37,1853
275741,17,172.16.133.60,63861,68.64.21.41,1853
275748,6,172.16.133.82,61490,216.137.33.1,443
275769,6,172.16.133.39,49311,132.245.1.150,443
275775,6,172.16.133.24,57740,64.208.138.113,443
275775,6,172.16.133.16,59354,173.194.43.60,443
275789,17,172.16.133.57,53807,67.217.78.31,1853
275799,17,172.16.133.57,53807,68.64.21.62,1853
275808,6,172.16.133.41,52832,173.194.74.95,80
275812,6,172.16.133.24,57741,204.246.169.142,443
275814,6,172.16.133.20,60694,96.43.146.22,443
275818,17,172.16.133.6,63125,8.8.8.8,53
275866,6,172.16.133.24,57742,204.232.201.76,443
275887,17,172.16.133.92,64264,68.64.29.40,1853
275888,6,172.16.133.78,58852,69.120.250.50,11642
275889,17,172.16.133.53,60838,68.64.21.40,1853
275891,6,172.16.133.36,64953,67.217.64.99,443
275900,6,172.16.133.24,57743,204.232.201.76,443
275912,6,172.16.133.24,57744,107.22.33.210,443
275914,17,172.16.133.6,50134,8.8.8.8,53
275915,6,172.16.133.23,50541,96.43.146.176,443
275916,6,172.16.133.42,55080,157.56.236.102,443
275925,6,172.16.133.73,60607,74.125.226.8,80
275934,6,172.16.133.207,55646,67.217.65.54,443
275934,6,172.16.133.207,55648,67.217.64.54,443
275934,6,172.16.133.207,55649,67.217.66.54,443
275938,17,172.16.133.49,58246,68.64.21.41,1853
275939,6,172.16.133.26,53040,67.217.64.99,443
275939,6,172.16.133.26,53041,67.217.66.99,443
275939,6,172.16.133.26,53038,67.217.65.99,443
275941,6,172.16.133.128,64932,96.43.146.176,443
275961,6,172.16.133.68,60557,96.43.146.48,443
275981,6,172.16.133.26,53107,216.52.242.80,80
275981,6,172.16.133.96,53419,98.137.80.33,80
275981,6,172.16.133.96,53421,98.137.80.33,80
275981,6,172.16.133.96,53424,98.137.80.33,80
275983,6,172.16.133.96,53456,98.137.80.33,80
275984,6,172.16.133.96,53457,98.137.80.33,80
275984,6,172.16.133.96,53458,98.137.80.33,80
275985,6,172.16.133.75,59506,96.43.146.50,443
275987,6,172.16.133.78,59024,96.43.146.178,443
275993,6,172.16.133.29,59842,173.194.43.54,443
275993,6,172.16.133.24,56569,96.43.146.48,443
275998,6,172.16.133.66,54349,23.23.117.77,443
276001,6,172.16.133.56,60846,67.217.64.54,443
276001,6,172.16.133.56,60849,67.217.64.49,443
276005,6,172.16.133.24,55820,157.56.242.198,443
276005,6,172.16.133.73,60930,68.64.5.249,443
276006,6,172.16.133.35,49676,96.43.146.22,443
276006,6,172.16.133.49,54982,67.217.65.65,443
276006,6,172.16.133.49,54984,67.217.64.65,443
276006,6,172.16.133.49,54985,67.217.66.65,443
276021,6,172.16.133.26,52964,96.43.146.22,443
276027,6,172.16.133.73,60931,68.64.25.250,443
276048,17,172.16.133.118,56495,68.64.21.45,1853
276050,6,172.16.133.26,49486,96.43.146.176,443
276064,6,172.16.133.75,50707,204.14.235.124,443
276064,6,172.16.133.75,50706,204.14.235.124,443
276065,6,172.16.133.75,50705,204.14.235.124,443
276065,6,172.16.133.75,50704,204.14.235.124,443
276071,6,172.16.133.24,57720,75.101.140.131,443
276082,17,172.16.133.6,55717,8.8.8.8,53
276085,17,172.16.133.57,53807,68.64.21.71,1853
276094,6,172.16.133.87,60490,157.56.240.102,443
276112,6,172.16.133.101,50448,96.43.146.22,443
276113,6,172.16.133.96,53459,209.234.234.12,80
276137,6,172.16.133.163,1184,157.56.240.102,443
276146,17,172.16.133.76,59808,239.255.255.250,1900
276154,17,172.16.133.207,50477,68.64.21.45,1853
276169,17,172.16.133.6,52853,8.8.8.8,53
276170,17,172.16.133.6,56534,8.8.8.8,53
276174,6,172.16.133.57,59163,199.47.219.147,80
276193,6,172.16.133.73,60932,216.115.209.254,443
276196,6,172.16.133.96,53460,192.221.110.126,80
276200,6,172.16.133.96,53461,23.67.243.35,80
276201,17,172.16.133.6,56862,8.8.8.8,53
276215,6,172.16.133.24,57711,96.43.146.48,443
276219,6,172.16.133.66,54378,173.194.43.53,443
276231,6,172.16.133.96,53436,173.194.43.60,80
276232,6,172.16.133.68,59757,74.125.142.125,5222
276234,6,172.16.133.96,53425,98.137.80.33,80
276235,6,172.16.133.96,53417,98.137.80.33,80
276237,17,172.16.133.6,51669,8.8.8.8,53
276238,17,172.16.133.6,57823,8.8.8.8,53
276239,17,172.16.133.6,52751,8.8.8.8,53
276240,17,172.16.133.6,63373,8.8.8.8,53
276243,6,172.16.133.25,59803,173.2.154.228,38024
276243,6,172.16.133.96,53462,98.137.80.33,80
276243,6,172.16.133.96,53463,209.234.234.12,80
276244,6,172.16.133.78,54982,72.80.185.137,13135
276244,6,172.16.133.96,53464,98.137.80.33,80
276248,6,172.16.133.96,53434,208.47.254.83,80
276252,6,172.16.133.96,53465,173.194.43.60,80
276253,6,172.16.133.96,53466,173.194.43.60,80
276254,6,172.16.133.96,53467,98.137.80.33,80
276261,6,172.16.133.68,61023,208.117.46.102,80
276262,6,172.16.133.68,61025,208.117.46.102,80
276271,6,172.16.133.73,60934,78.108.119.250,443
276274,6,172.16.133.96,53468,76.13.116.133,80
276274,6,172.16.133.96,53469,76.13.116.133,80
276275,6,172.16.133.96,53470,76.13.116.133,80
276275,6,172.16.133.96,53471,76.13.116.133,80
276275,6,172.16.133.96,53472,76.13.116.133,80
276275,6,172.16.133.96,53473,206.190.56.190,80
276275,6,172.16.133.96,53474,76.13.116.133,80
276279,6,172.16.133.96,53475,23.67.242.10,80
276279,6,172.16.133.96,53476,23.67.242.10,80
276279,6,172.16.133.96,53477,76.13.116.133,80
276279,6,172.16.133.96,53478,23.67.242.10,80
276293,6,172.16.133.96,53426,98.137.80.33,80
276294,6,172.16.133.96,53428,98.137.80.33,80
276295,6,172.16.133.96,53427,98.137.80.33,80
276297,6,172.16.133.96,53479,98.137.80.33,80
276297,6,172.16.133.96,53480,98.137.80.33,80
276298,6,172.16.133.96,53481,98.137.80.33,80
276298,6,172.16.133.96,53482,98.137.80.33,80
276311,6,172.16.133.163,1185,157.56.240.102,443
276315,6,172.16.133.66,54241,23.6.17.224,80
276327,6,172.16.133.36,64955,67.217.64.100,443
276343,17,172.16.133.6,54676,8.8.8.8,53
276352,6,172.16.133.96,53483,76.13.116.133,80
276355,6,172.16.133.96,53484,173.194.43.59,80
276356,6,172.16.133.96,53485,173.194.43.59,80
276364,6,172.16.133.78,58865,24.44.106.119,18131
276369,6,172.16.133.42,56923,96.43.146.22,443
276371,6,172.16.133.96,53486,209.247.230.167,80
